"ï..Name","Length","EffectiveLength","TPM","NumReads","mgi_symbol","external_gene_name"
"ENSMUSG00000106598",3816,3667.3,0,0,"Gm43532","Gm43532"
"ENSMUSG00000106599",352,205.79,0,0,"Ighv1-73","Ighv1-73"
"ENSMUSG00000106600",69,5.26,0,0,"Mir6915","Mir6915"
"ENSMUSG00000106601",351,204.83,0,0,"Ighv1-70","Ighv1-70"
"ENSMUSG00000106602",585,436.6,0,0,"4930405L22Rik","4930405L22Rik"
"ENSMUSG00000106603",2594,2445.3,0,0,"Gm43509","Gm43509"
"ENSMUSG00000106604",1399,1250.3,0,0,"Gm42535","Gm42535"
"ENSMUSG00000106605",125,23.09,0,0,NA,NA
"ENSMUSG00000106606",367,220.38,0,0,"Gm43217","Gm43217"
"ENSMUSG00000106607",1386,1237.3,0,0,"Gm43178","Gm43178"
"ENSMUSG00000106608",82,8.51,0,0,NA,NA
"ENSMUSG00000106610",802,653.43,0,0,"Gm43103","Gm43103"
"ENSMUSG00000106611",89,10.14,0,0,NA,NA
"ENSMUSG00000106612",2493,2344.3,0,0,"Gm43750","Gm43750"
"ENSMUSG00000106613",614,465.54,0,0,"Gm42652","Gm42652"
"ENSMUSG00000106614",317,172.31,0,0,"Gm43746","Gm43746"
"ENSMUSG00000106615",1303,1154.3,0,0,"Gm8968","Gm8968"
"ENSMUSG00000106616",210,78.32,0,0,"Obox4-ps25","Obox4-ps25"
"ENSMUSG00000106618",60,2.14,0,0,NA,NA
"ENSMUSG00000106619",604,455.55,0,0,"Gm9353","Gm9353"
"ENSMUSG00000106620",337,191.36,0,0,"Trav7-5","Trav7-5"
"ENSMUSG00000106622",1206,1057.3,0,0,"Gm5554","Gm5554"
"ENSMUSG00000106623",3276,3127.3,0,0,"Gm43335","Gm43335"
"ENSMUSG00000106624",1344,1195.3,0,0,"Gm8853","Gm8853"
"ENSMUSG00000106625",1229,1080.3,0,0,"Gm43344","Gm43344"
"ENSMUSG00000106626",91,10.67,0,0,NA,NA
"ENSMUSG00000106627",2975,2826.3,0,0,"Gm21680","Gm21680"
"ENSMUSG00000106628",210,78.32,0,0,"Gm43558","Gm43558"
"ENSMUSG00000106629",818,669.43,0,0,"Gm40155","Gm40155"
"ENSMUSG00000106630",362,215.51,0,0,"Igkv2-116","Igkv2-116"
"ENSMUSG00000106633",340,194.23,0,0,"Gm43431","Gm43431"
"ENSMUSG00000106635",1297,1148.3,0,0,"Gm43098","Gm43098"
"ENSMUSG00000106636",3836,3687.3,0,0,"Gm43813","Gm43813"
"ENSMUSG00000106637",2736,2587.3,0,0,"Gm42455","Gm42455"
"ENSMUSG00000106639",1305,1156.3,0,0,"Gm43121","Gm43121"
"ENSMUSG00000106640",360,213.56,0,0,"Gm20940","Gm20940"
"ENSMUSG00000106641",2853,2704.3,0,0,"Gm43534","Gm43534"
"ENSMUSG00000106642",58,2.84,0,0,"Mir465d","Mir465d"
"ENSMUSG00000106644",217,83.86,0,0,"Gm40331","Gm40331"
"ENSMUSG00000106645",279,137.05,0,0,"Gm42643","Gm42643"
"ENSMUSG00000106646",1742,1593.3,0,0,"Gm42483","Gm42483"
"ENSMUSG00000106648",2989,2840.3,0,0,"Gm43176","Gm43176"
"ENSMUSG00000106649",67,4.58,0,0,NA,NA
"ENSMUSG00000106650",2534,2385.3,0,0,"Gm43404","Gm43404"
"ENSMUSG00000106651",2018,1869.3,0,0,"Gm42608","Gm42608"
"ENSMUSG00000106652",970,821.39,0,0,"Gm43358","Gm43358"
"ENSMUSG00000106653",63,3.02,0,0,"Mir299a","Mir299a"
"ENSMUSG00000106654",286,143.42,0,0,"Gm2623","Gm2623"
"ENSMUSG00000106655",59,2.16,0,0,"Mir3961","Mir3961"
"ENSMUSG00000106656",353,206.76,0,0,"Gm42750","Gm42750"
"ENSMUSG00000106657",118,19.88,0,0,NA,NA
"ENSMUSG00000106658",590,441.17,0,0,"Gm36548","Gm36548"
"ENSMUSG00000106659",726,577.45,0,0,"Gm42161","Gm42161"
"ENSMUSG00000106660",154,39.06,0,0,"Gm43472","Gm43472"
"ENSMUSG00000106661",745,596.45,0,0,"Gm42832","Gm42832"
"ENSMUSG00000106663",525,376.73,0,0,"Gm42839","Gm42839"
"ENSMUSG00000106664",988,839.38,0,0,"Gm17936","Gm17936"
"ENSMUSG00000106665",2595,2446.3,0,0,"Gm43389","Gm43389"
"ENSMUSG00000106667",342,196.15,0,0,"Igkv3-6","Igkv3-6"
"ENSMUSG00000106668",38,6,0,0,"Iglj1","Iglj1"
"ENSMUSG00000106669",856,707.41,0,0,"Gm38433","Gm38433"
"ENSMUSG00000106670",108,15.87,0,0,NA,NA
"ENSMUSG00000106671",2167,2018.3,0,0,"Gm42900","Gm42900"
"ENSMUSG00000106673",2391,2242.3,0,0,"Gm43374","Gm43374"
"ENSMUSG00000106676",2996,2847.3,0,0,"Gm42895","Gm42895"
"ENSMUSG00000106677",2570,2421.3,0,0,"Ugt2a1","Ugt2a1"
"ENSMUSG00000106679",2214,2065.3,0,0,"Gm42524","Gm42524"
"ENSMUSG00000106681",703,554.47,0,0,"Gm43004","Gm43004"
"ENSMUSG00000106683",560,411.64,0,0,"Gm43263","Gm43263"
"ENSMUSG00000106688",1411,1262.3,0,0,"Gm42851","Gm42851"
"ENSMUSG00000106689",1390,1241.3,0,0,"Gm18345","Gm18345"
"ENSMUSG00000106690",1443,1294.3,0,0,"Gm6348","Gm6348"
"ENSMUSG00000106692",1978,1829.3,0,0,"Gm36447","Gm36447"
"ENSMUSG00000106694",3390,3241.3,0,0,"Gm42894","Gm42894"
"ENSMUSG00000106696",2930,2781.3,0,0,"Gm42729","Gm42729"
"ENSMUSG00000106698",528,379.72,0,0,"Gm43599","Gm43599"
"ENSMUSG00000106699",898,749.4,0,0,"Gm43224","Gm43224"
"ENSMUSG00000106701",1443,1294.3,0,0,"Gm6346","Gm6346"
"ENSMUSG00000106703",2111,1962.3,0,0,"Vmn2r-ps26","Vmn2r-ps26"
"ENSMUSG00000106704",328,182.76,0,0,"Gm42799","Gm42799"
"ENSMUSG00000106705",571,422.62,0,0,"Gm2602","Gm2602"
"ENSMUSG00000106706",3109,2960.3,0,0,"C530043K16Rik","C530043K16Rik"
"ENSMUSG00000106707",1233,1084.3,0,0,"Gm43748","Gm43748"
"ENSMUSG00000106708",229,93.6,0,0,"Gm43782","Gm43782"
"ENSMUSG00000106709",524,375.73,0,0,"Gm30270","Gm30270"
"ENSMUSG00000106710",4379,4230.3,0,0,"Gm43166","Gm43166"
"ENSMUSG00000106712",822,673.43,0,0,"Gm19649","Gm19649"
"ENSMUSG00000106713",1627,1478.3,0,0,"Gm42645","Gm42645"
"ENSMUSG00000106718",681,537.61,0,0,"Gm20052","Gm20052"
"ENSMUSG00000106719",607,458.55,0,0,"Gm42556","Gm42556"
"ENSMUSG00000106720",2366,2217.3,0,0,"Gm43795","Gm43795"
"ENSMUSG00000106721",2034,1885.3,0,0,"Gm5442","Gm5442"
"ENSMUSG00000106725",2647,2498.3,0,0,"Gm43363","Gm43363"
"ENSMUSG00000106726",674,525.48,0,0,"Gm43100","Gm43100"
"ENSMUSG00000106729",1635,1486.3,0,0,"Gm43165","Gm43165"
"ENSMUSG00000106730",859,710.41,0,0,"Gm42472","Gm42472"
"ENSMUSG00000106732",2210,2061.3,0,0,"Gm43792","Gm43792"
"ENSMUSG00000106733",2052,1903.3,0,0,"Gm36186","Gm36186"
"ENSMUSG00000106736",478,329.94,0,0,"Gm42573","Gm42573"
"ENSMUSG00000106737",2325,2176.3,0,0,"Gm42962","Gm42962"
"ENSMUSG00000106738",453,305.16,0,0,"Gm5","Gm5"
"ENSMUSG00000106739",2107,1958.3,0,0,"Gm43499","Gm43499"
"ENSMUSG00000106740",1073,924.3,0,0,"Gm21221","Gm21221"
"ENSMUSG00000106742",505,356.82,0,0,"Gm42474","Gm42474"
"ENSMUSG00000106745",924,775.39,0,0,"Gm43342","Gm43342"
"ENSMUSG00000106746",1008,859.3,0,0,"2900064F13Rik","2900064F13Rik"
"ENSMUSG00000106747",1886,1737.3,0,0,"Gm43025","Gm43025"
"ENSMUSG00000106749",2704,2555.3,0,0,"Gm43281","Gm43281"
"ENSMUSG00000106750",657,508.5,0,0,"Gm43151","Gm43151"
"ENSMUSG00000106751",1447,1298.3,0,0,"Gm42467","Gm42467"
"ENSMUSG00000106752",850,701.41,0,0,"Gm3348","Gm3348"
"ENSMUSG00000106753",2129,1980.3,0,0,"Gm43230","Gm43230"
"ENSMUSG00000106756",540,391.69,0,0,"Gm32780","Gm32780"
"ENSMUSG00000106757",1861,1712.3,0,0,"Gm43482","Gm43482"
"ENSMUSG00000106758",1641,1492.3,0,0,"Gm42731","Gm42731"
"ENSMUSG00000106759",744,595.45,0,0,"Vmn2r-ps28","Vmn2r-ps28"
"ENSMUSG00000106762",1389,1240.35,0,0,"4930478P22Rik","4930478P22Rik"
"ENSMUSG00000106763",553,404.66,0,0,"Gm19102","Gm19102"
"ENSMUSG00000106764",741,592.45,0,0,"Gm42529","Gm42529"
"ENSMUSG00000106766",1463,1314.3,0,0,"4933424N20Rik","4933424N20Rik"
"ENSMUSG00000106767",2823,2674.3,0,0,"Gm42727","Gm42727"
"ENSMUSG00000106768",901,752.4,0,0,"4930480C01Rik","4930480C01Rik"
"ENSMUSG00000106771",331,185.63,0,0,"Gm43459","Gm43459"
"ENSMUSG00000106772",692,543.48,0,0,"Gm43794","Gm43794"
"ENSMUSG00000106773",579,430.61,0,0,"Gm43799","Gm43799"
"ENSMUSG00000106775",2226,2077.3,0,0,"C130093G08Rik","C130093G08Rik"
"ENSMUSG00000106776",914,765.39,0,0,"Gm42646","Gm42646"
"ENSMUSG00000106777",636,487.52,0,0,"Gm43150","Gm43150"
"ENSMUSG00000106779",733,584.45,0,0,"Gm8579","Gm8579"
"ENSMUSG00000106780",1050,901.3,0,0,"Gm7939","Gm7939"
"ENSMUSG00000106783",651,502.5,0,0,"Chaer1","Chaer1"
"ENSMUSG00000106784",458,310.06,0,0,"Gm43309","Gm43309"
"ENSMUSG00000106785",945,796.39,0,0,"Gm42713","Gm42713"
"ENSMUSG00000106786",2719,2570.3,0,0,"Gm42781","Gm42781"
"ENSMUSG00000106788",371,224.27,0,0,"Gm43449","Gm43449"
"ENSMUSG00000106794",485,336.91,0,0,"Gm40293","Gm40293"
"ENSMUSG00000106797",652,503.5,0,0,"Gm42936","Gm42936"
"ENSMUSG00000106798",1020,871.3,0,0,"Gm43275","Gm43275"
"ENSMUSG00000106800",966,817.39,0,0,"1700030N18Rik","1700030N18Rik"
"ENSMUSG00000106801",1379,1230.3,0,0,"Gm42852","Gm42852"
"ENSMUSG00000106802",4214,4065.3,0,0,"Gm42885","Gm42885"
"ENSMUSG00000106805",1364,1215.3,0,0,"Gm42714","Gm42714"
"ENSMUSG00000106807",1546,1397.3,0,0,"Gm10441","Gm10441"
"ENSMUSG00000106808",193,65.38,0,0,"Gm42745","Gm42745"
"ENSMUSG00000106810",223,88.67,0,0,"Gm43600","Gm43600"
"ENSMUSG00000106812",211,79.1,0,0,"Gm28563","Gm28563"
"ENSMUSG00000106813",434,286.29,0,0,"Gm7181","Gm7181"
"ENSMUSG00000106814",107,15.51,0,0,"Gm43501","Gm43501"
"ENSMUSG00000106815",4176,4027.3,0,0,"Gm43658","Gm43658"
"ENSMUSG00000106817",205,74.44,0,0,"Gm43441","Gm43441"
"ENSMUSG00000106819",1486,1337.3,0,0,"Gm43498","Gm43498"
"ENSMUSG00000106822",2936,2787.3,0,0,"Gm43533","Gm43533"
"ENSMUSG00000106824",2507,2358.3,0,0,"Potefam3d","Potefam3d"
"ENSMUSG00000106826",6700,6551.3,0,0,"Gm42583","Gm42583"
"ENSMUSG00000106828",338,192.32,0,0,"Gm34648","Gm34648"
"ENSMUSG00000106833",226,91.11,0,0,"Gm42739","Gm42739"
"ENSMUSG00000106834",1155,1006.3,0,0,"Gm10459","Gm10459"
"ENSMUSG00000106835",581,432.61,0,0,"Gm43812","Gm43812"
"ENSMUSG00000106837",3479,3330.3,0,0,"D630030B08Rik","D630030B08Rik"
"ENSMUSG00000106838",558,409.65,0,0,"1810017P11Rik","1810017P11Rik"
"ENSMUSG00000106839",2316,2167.3,0,0,"Gm43497","Gm43497"
"ENSMUSG00000106840",969,820.39,0,0,"Gm42790","Gm42790"
"ENSMUSG00000106841",2305,2156.3,0,0,"Gm42656","Gm42656"
"ENSMUSG00000106843",369,222.32,0,0,"Gm42458","Gm42458"
"ENSMUSG00000106846",280,137.95,0,0,"Gm42786","Gm42786"
"ENSMUSG00000106849",428,280.35,0,0,"Gm43418","Gm43418"
"ENSMUSG00000106854",201,71.38,0,0,"Gm42850","Gm42850"
"ENSMUSG00000106855",4083,3934.3,0,0,"5330437M03Rik","5330437M03Rik"
"ENSMUSG00000106856",991,842.38,0,0,"Gm43761","Gm43761"
"ENSMUSG00000106858",5605,5456.3,0,0,"Gm43844","Gm43844"
"ENSMUSG00000106859",1755,1606.3,0,0,"Gm42737","Gm42737"
"ENSMUSG00000106860",1684,1535.3,0,0,"1700008H02Rik","1700008H02Rik"
"ENSMUSG00000106862",2768,2619.3,0,0,"Gm42811","Gm42811"
"ENSMUSG00000106865",1665,1516.3,0,0,"4930519E07Rik","4930519E07Rik"
"ENSMUSG00000106866",628,479.52,0,0,"Gm43659","Gm43659"
"ENSMUSG00000106868",457,309.07,0,0,"Gm19798","Gm19798"
"ENSMUSG00000106869",2291,2142.3,0,0,"Gm42473","Gm42473"
"ENSMUSG00000106871",756,607.45,0,0,"Gm3289","Gm3289"
"ENSMUSG00000106872",429,281.34,0,0,"Gm2189","Gm2189"
"ENSMUSG00000106873",660,511.5,0,0,"BC049739","BC049739"
"ENSMUSG00000106875",1213,1064.3,0,0,"Gm43093","Gm43093"
"ENSMUSG00000106876",457,309.07,0,0,"Gm43456","Gm43456"
"ENSMUSG00000106878",894,745.4,0,0,"Gm17808","Gm17808"
"ENSMUSG00000106879",431,283.32,0,0,"Gm2566","Gm2566"
"ENSMUSG00000106880",745,596.45,0,0,"4930425K10Rik","4930425K10Rik"
"ENSMUSG00000106884",1276,1127.3,0,0,"Gm20156","Gm20156"
"ENSMUSG00000106887",1904,1755.3,0,0,"A930005G22Rik","A930005G22Rik"
"ENSMUSG00000106888",2022,1873.3,0,0,"Gm42848","Gm42848"
"ENSMUSG00000106889",547,398.67,0,0,"Gm7463","Gm7463"
"ENSMUSG00000106891",1057,908.3,0,0,"Gm43460","Gm43460"
"ENSMUSG00000106892",431,303.04,0,0,"Gm42791","Gm42791"
"ENSMUSG00000106893",928,779.39,0,0,"Vmn1r261","Vmn1r261"
"ENSMUSG00000106896",3627,3478.3,0,0,"G630022F23Rik","G630022F23Rik"
"ENSMUSG00000106897",3691,3542.3,0,0,"Gm43027","Gm43027"
"ENSMUSG00000106898",730,581.45,0,0,"Gm43125","Gm43125"
"ENSMUSG00000106899",645,496.51,0,0,"1700013A02Rik","1700013A02Rik"
"ENSMUSG00000106900",289,146.18,0,0,"Gm2040","Gm2040"
"ENSMUSG00000106902",1075,926.3,0,0,"4930557J02Rik","4930557J02Rik"
"ENSMUSG00000106905",2278,2129.3,0,0,"Gm42741","Gm42741"
"ENSMUSG00000106906",414,266.49,0,0,"Gm34728","Gm34728"
"ENSMUSG00000106909",440,292.73,0,0,"Gm43122","Gm43122"
"ENSMUSG00000106910",268,127.2,0,0,"Gm16273","Gm16273"
"ENSMUSG00000106912",1345,1196.3,0,0,"Gm43785","Gm43785"
"ENSMUSG00000106913",804,655.43,0,0,"9430007M09Rik","9430007M09Rik"
"ENSMUSG00000106914",722,573.45,0,0,"Gm42854","Gm42854"
"ENSMUSG00000106916",1395,1246.3,0,0,"Gm3089","Gm3089"
"ENSMUSG00000106924",339,193.27,0,0,"Gm42857","Gm42857"
"ENSMUSG00000106925",292,148.94,0,0,"Gm20072","Gm20072"
"ENSMUSG00000106932",295,151.71,0,0,"4930487D11Rik","4930487D11Rik"
"ENSMUSG00000106933",2022,1873.3,0,0,"Gm43621","Gm43621"
"ENSMUSG00000106934",150,36.66,0,0,"Gm42506","Gm42506"
"ENSMUSG00000106935",448,300.17,0,0,"Gm19457","Gm19457"
"ENSMUSG00000106936",574,425.62,0,0,"Gm7554","Gm7554"
"ENSMUSG00000106938",609,460.55,0,0,"Gm31314","Gm31314"
"ENSMUSG00000106939",466,318,0,0,"Gm29778","Gm29778"
"ENSMUSG00000106940",3260,3111.3,0,0,"Gm42930","Gm42930"
"ENSMUSG00000106944",1587,1438.3,0,0,"Gm43843","Gm43843"
"ENSMUSG00000106945",181,56.74,0,0,"Gm42961","Gm42961"
"ENSMUSG00000106946",2852,2703.3,0,0,"Gm42856","Gm42856"
"ENSMUSG00000106947",609,460.55,0,0,"1700025A08Rik","1700025A08Rik"
"ENSMUSG00000106948",3835,3686.3,0,0,"Gm42785","Gm42785"
"ENSMUSG00000106950",1113,964.3,0,0,"4930478M09Rik","4930478M09Rik"
"ENSMUSG00000106954",259,119.23,0,0,"Gm43226","Gm43226"
"ENSMUSG00000106955",241,103.65,0,0,"Gm42960","Gm42960"
"ENSMUSG00000106957",3132,2983.3,0,0,"Gm43085","Gm43085"
"ENSMUSG00000106958",767,618.45,0,0,"Gm35960","Gm35960"
"ENSMUSG00000106959",3933,3784.3,0,0,"Gm42548","Gm42548"
"ENSMUSG00000106960",337,191.36,0,0,"Gm42673","Gm42673"
"ENSMUSG00000106961",1621,1472.3,0,0,"Gm43128","Gm43128"
"ENSMUSG00000106962",2330,2181.3,0,0,"Gm43633","Gm43633"
"ENSMUSG00000106963",1856,1707.3,0,0,"Gm8675","Gm8675"
"ENSMUSG00000106965",844,695.41,0,0,"Gm18290","Gm18290"
"ENSMUSG00000106967",469,320.98,0,0,"Gm42477","Gm42477"
"ENSMUSG00000106969",506,357.82,0,0,"Gm42882","Gm42882"
"ENSMUSG00000106970",455,307.09,0,0,"Gm43377","Gm43377"
"ENSMUSG00000106971",250,111.35,0,0,"Gm42965","Gm42965"
"ENSMUSG00000106973",750,601.45,0,0,"Gm43415","Gm43415"
"ENSMUSG00000106974",931,782.39,0,0,"Vmn1r-ps5","Vmn1r-ps5"
"ENSMUSG00000106975",466,318,0,0,"Or6h1-ps1","Or6h1-ps1"
"ENSMUSG00000106976",1217,1068.3,0,0,"Gm42963","Gm42963"
"ENSMUSG00000106980",266,125.42,0,0,"Gm43690","Gm43690"
"ENSMUSG00000106982",586,437.59,0,0,"Gm42665","Gm42665"
"ENSMUSG00000106985",738,589.45,0,0,"Gm42761","Gm42761"
"ENSMUSG00000106987",1674,1525.3,0,0,"Gm42575","Gm42575"
"ENSMUSG00000106989",2077,1928.3,0,0,"Gm5989","Gm5989"
"ENSMUSG00000106991",2374,2225.3,0,0,"Gm43399","Gm43399"
"ENSMUSG00000106992",1606,1457.3,0,0,"Gm43167","Gm43167"
"ENSMUSG00000106993",5207,5058.3,0,0,"Gm43417","Gm43417"
"ENSMUSG00000106994",2988,2839.3,0,0,"Gm10829","Gm10829"
"ENSMUSG00000106995",2643,2494.3,0,0,"Gm33167","Gm33167"
"ENSMUSG00000106996",1302,1153.3,0,0,"Gm31049","Gm31049"
"ENSMUSG00000106999",878,729.4,0,0,"Gm42734","Gm42734"
"ENSMUSG00000107004",211,79.1,0,0,"Gm42657","Gm42657"
"ENSMUSG00000107006",459,311.05,0,0,"Gm5553","Gm5553"
"ENSMUSG00000107008",1070,921.76,0,0,"Gm2762","Gm2762"
"ENSMUSG00000107009",2753,2604.3,0,0,"6720475M21Rik","6720475M21Rik"
"ENSMUSG00000107010",385,237.97,0,0,"Gm43293","Gm43293"
"ENSMUSG00000107011",408,260.57,0,0,"Gm42906","Gm42906"
"ENSMUSG00000107012",3611,3462.3,0,0,"4930528J11Rik","4930528J11Rik"
"ENSMUSG00000107013",352,205.79,0,0,"Gm43635","Gm43635"
"ENSMUSG00000107014",405,257.61,0,0,"1700126H18Rik","1700126H18Rik"
"ENSMUSG00000107015",631,482.52,0,0,"2900076G11Rik","2900076G11Rik"
"ENSMUSG00000107017",2114,1965.3,0,0,"Gm43196","Gm43196"
"ENSMUSG00000107021",1387,1238.3,0,0,"Gm42853","Gm42853"
"ENSMUSG00000107022",3650,3501.3,0,0,"Gm36669","Gm36669"
"ENSMUSG00000107026",424,276.39,0,0,"Gm7504","Gm7504"
"ENSMUSG00000107027",533,384.71,0,0,"1700019F05Rik","1700019F05Rik"
"ENSMUSG00000107028",820,671.43,0,0,"Gm5043","Gm5043"
"ENSMUSG00000107029",3471,3322.3,0,0,"Gm43123","Gm43123"
"ENSMUSG00000107030",899,750.4,0,0,"Gm5291","Gm5291"
"ENSMUSG00000107031",553,404.66,0,0,"Gm40292","Gm40292"
"ENSMUSG00000107032",2074,1925.3,0,0,"Gm5301","Gm5301"
"ENSMUSG00000107033",685,536.48,0,0,"Gm43553","Gm43553"
"ENSMUSG00000107034",421,273.41,0,0,"Gm19060","Gm19060"
"ENSMUSG00000107036",701,552.47,0,0,"Gm7596","Gm7596"
"ENSMUSG00000107040",468,319.99,0,0,"Gm43791","Gm43791"
"ENSMUSG00000107041",1646,1497.3,0,0,"Gm42735","Gm42735"
"ENSMUSG00000107042",2238,2089.3,0,0,"4921513H07Rik","4921513H07Rik"
"ENSMUSG00000107043",1584,1435.3,0,0,"Gm42849","Gm42849"
"ENSMUSG00000107044",2657,2508.3,0,0,"Gm43086","Gm43086"
"ENSMUSG00000107045",2235,2086.3,0,0,"Gm43636","Gm43636"
"ENSMUSG00000107046",215,82.27,0,0,"Gm43849","Gm43849"
"ENSMUSG00000107047",866,717.41,0,0,"Gm43298","Gm43298"
"ENSMUSG00000107048",1781,1632.3,0,0,"Gm43807","Gm43807"
"ENSMUSG00000107049",1578,1429.3,0,0,"Gm43771","Gm43771"
"ENSMUSG00000107050",2331,2182.3,0,0,"C030017G13Rik","C030017G13Rik"
"ENSMUSG00000107053",415,267.27,0,0,"1700021F13Rik","1700021F13Rik"
"ENSMUSG00000107056",1166,1017.3,0,0,"Gm21048","Gm21048"
"ENSMUSG00000107058",922,773.39,0,0,"Gm42545","Gm42545"
"ENSMUSG00000107059",704,555.47,0,0,"Gm43629","Gm43629"
"ENSMUSG00000107060",3008,2859.3,0,0,"Gm38901","Gm38901"
"ENSMUSG00000107062",284,141.58,0,0,"Gm43580","Gm43580"
"ENSMUSG00000107063",708,559.46,0,0,"Gm38554","Gm38554"
"ENSMUSG00000107064",1442,1293.3,0,0,"Gm42561","Gm42561"
"ENSMUSG00000107065",494,345.87,0,0,"Gm43155","Gm43155"
"ENSMUSG00000107067",966,817.39,0,0,"Gm42581","Gm42581"
"ENSMUSG00000107069",379,232.1,0,0,"Gm43772","Gm43772"
"ENSMUSG00000107070",2475,2326.3,0,0,"Gm35191","Gm35191"
"ENSMUSG00000107072",314,169.47,0,0,"Gm43090","Gm43090"
"ENSMUSG00000107073",546,397.67,0,0,"4930428D20Rik","4930428D20Rik"
"ENSMUSG00000107074",452,304.12,0,0,"Gm18100","Gm18100"
"ENSMUSG00000107075",1273,1124.3,0,0,"Gm43068","Gm43068"
"ENSMUSG00000107076",416,268.47,0,0,"Gm43480","Gm43480"
"ENSMUSG00000107079",475,326.95,0,0,"Gm35648","Gm35648"
"ENSMUSG00000107081",391,243.85,0,0,"Gm43701","Gm43701"
"ENSMUSG00000107082",388,240.91,0,0,"Gm36378","Gm36378"
"ENSMUSG00000107083",2235,2086.3,0,0,"Gm43313","Gm43313"
"ENSMUSG00000107084",518,369.76,0,0,"Gm43269","Gm43269"
"ENSMUSG00000107085",222,87.86,0,0,"Gm42883","Gm42883"
"ENSMUSG00000107087",280,137.95,0,0,"Gm34411","Gm34411"
"ENSMUSG00000107089",2393,2244.3,0,0,"Gm43443","Gm43443"
"ENSMUSG00000107090",423,274.9,0,0,"Gm42884","Gm42884"
"ENSMUSG00000107091",1926,1777.3,0,0,"Gm43343","Gm43343"
"ENSMUSG00000107093",991,842.38,0,0,"Gm43452","Gm43452"
"ENSMUSG00000107094",2490,2341.3,0,0,"Gm43294","Gm43294"
"ENSMUSG00000107097",220,86.26,0,0,"Gm42584","Gm42584"
"ENSMUSG00000107098",178,54.64,0,0,"Gm29815","Gm29815"
"ENSMUSG00000107100",760,611.45,0,0,"Gm18482","Gm18482"
"ENSMUSG00000107102",1286,1137.3,0,0,"Gm42726","Gm42726"
"ENSMUSG00000107103",2128,1979.3,0,0,"Gm43164","Gm43164"
"ENSMUSG00000107105",728,579.45,0,0,"Gm15820","Gm15820"
"ENSMUSG00000107106",3015,2866.3,0,0,"Gm43760","Gm43760"
"ENSMUSG00000107108",3642,3493.3,0,0,"Gm9936","Gm9936"
"ENSMUSG00000107109",2464,2315.3,0,0,"Gm42571","Gm42571"
"ENSMUSG00000107110",760,611.45,0,0,"Gm42931","Gm42931"
"ENSMUSG00000107111",268,127.2,0,0,"Gm40304","Gm40304"
"ENSMUSG00000107112",575,426.69,0,0,"Gm36241","Gm36241"
"ENSMUSG00000107113",1854,1705.3,0,0,"Gm43092","Gm43092"
"ENSMUSG00000107114",729,580.45,0,0,"Gm43440","Gm43440"
"ENSMUSG00000107116",5000,4851.3,0,0,"Gm43274","Gm43274"
"ENSMUSG00000107117",2982,2833.3,0,0,"Gm43842","Gm43842"
"ENSMUSG00000107118",3385,3236.3,0,0,"Gm42986","Gm42986"
"ENSMUSG00000107122",1434,1285.3,0,0,"Gm32072","Gm32072"
"ENSMUSG00000107123",2321,2172.3,0,0,"Vmn2r-ps25","Vmn2r-ps25"
"ENSMUSG00000107125",2935,2786.3,0,0,"Gm3822","Gm3822"
"ENSMUSG00000107127",335,189.45,0,0,"Gm6719","Gm6719"
"ENSMUSG00000107128",469,320.98,0,0,"Gm42867","Gm42867"
"ENSMUSG00000107129",295,151.71,0,0,"Gm43762","Gm43762"
"ENSMUSG00000107130",325,179.89,0,0,"Gm43264","Gm43264"
"ENSMUSG00000107131",683,534.48,0,0,"Gm43763","Gm43763"
"ENSMUSG00000107132",1491,1342.3,0,0,"Gm15997","Gm15997"
"ENSMUSG00000107135",469,320.98,0,0,"Gm43806","Gm43806"
"ENSMUSG00000107136",1301,1152.3,0,0,"Gm42466","Gm42466"
"ENSMUSG00000107139",295,151.71,0,0,"Gm42475","Gm42475"
"ENSMUSG00000107140",695,546.47,0,0,"Gm43811","Gm43811"
"ENSMUSG00000107141",471,323.02,0,0,"Gm42654","Gm42654"
"ENSMUSG00000107142",978,829.36,0,0,"4930566F21Rik","4930566F21Rik"
"ENSMUSG00000107144",1290,1141.3,0,0,"4930413E15Rik","4930413E15Rik"
"ENSMUSG00000107145",414,266.49,0,0,"Gm43442","Gm43442"
"ENSMUSG00000107148",4361,4212.3,0,0,"Gm42888","Gm42888"
"ENSMUSG00000107149",312,167.58,0,0,"Gm30708","Gm30708"
"ENSMUSG00000107151",232,96.08,0,0,"Gm43810","Gm43810"
"ENSMUSG00000107153",2496,2347.3,0,0,"Gm38404","Gm38404"
"ENSMUSG00000107154",524,375.73,0,0,"Gm7041","Gm7041"
"ENSMUSG00000107155",1333,1184.3,0,0,"Gm43793","Gm43793"
"ENSMUSG00000107157",850,701.41,0,0,"Gm3170","Gm3170"
"ENSMUSG00000107158",1552,1403.3,0,0,"Gm42728","Gm42728"
"ENSMUSG00000107159",1389,1240.3,0,0,"Gm7919","Gm7919"
"ENSMUSG00000107160",152,37.86,0,0,"Gm42666","Gm42666"
"ENSMUSG00000107161",578,429.61,0,0,"Gm43850","Gm43850"
"ENSMUSG00000107162",1139,990.3,0,0,"Gm18593","Gm18593"
"ENSMUSG00000107164",1721,1572.3,0,0,"4933425D22Rik","4933425D22Rik"
"ENSMUSG00000107165",1330,1181.3,0,0,"Gm43747","Gm43747"
